prestamo_id,monto_prestamo,ingreso_anual,ltv_ratio,score_credito,tasa_interes,plazo_anos,edad_solicitante,antiguedad_empleo,num_dependientes,deuda_total,pagos_atrasados_12m,ratio_deuda_ingreso,cuota_mensual
LOAN_0001,219868.5661204493,85366.81040522426,44.05572341205633,772.7096584993606,3.9691419029879986,31.99677718293001,41.00179602118326,6.859267051954181,2,16268.698307472867,0,19.057404429482187,727.2412824488023
LOAN_0002,194469.42795315263,88411.76789552352,54.00624977046227,722.3350402746712,3.2419776358913133,29.623168414563843,36.564755670997975,11.609958257581859,1,17338.465858827167,0,19.61103852070472,525.3879469072482
LOAN_0003,225907.5415240277,96245.76864762916,60.05243699718183,776.0881776031698,3.5480603884704918,25.29815184960087,40.97838002425827,13.557112463988991,0,20428.931624696736,0,21.22579715633033,667.9446662817962
LOAN_0004,260921.194256321,95807.03078052355,60.46980593764742,790.6691357641486,3.268862355647479,21.76531611147213,44.3463842322911,12.1568599319952,0,15489.915767354478,0,16.167827810924496,710.762891412559
LOAN_0005,190633.86501106655,59334.959480643636,55.49934528520756,762.403047096711,3.282751886283842,28.491116568067948,40.39088056260564,12.98814305741745,0,16540.25269752051,0,27.8760663903652,521.5030666288817
LOAN_0006,190634.52172203278,65932.62440127316,66.22849932347499,806.303874376742,3.3454139382656805,26.967426927108747,40.32473352963106,7.7296147342916175,2,13041.757162891045,0,19.780430828170108,531.4594884029167
LOAN_0007,263168.51262029563,87725.5290081299,49.32379570617405,726.7863240268928,3.6110668858168564,29.475966100138663,34.38406649754596,5.734567999774469,3,16345.634706225537,0,18.63270007150452,791.9325844273541
LOAN_0008,230697.38916611637,87706.78926368314,58.576205149787064,712.6603589006575,3.2606256891682612,28.175859008409848,34.69679265959242,14.50400095586646,2,13284.038622512948,0,15.145963880373724,626.8481946159056
LOAN_0009,181221.02456260193,87725.71529459071,61.20295631711899,696.6383925328716,4.127878062786761,30.247763576596675,28.779157825602454,9.031960483473593,0,18107.859449280255,0,20.6414497601672,623.3819098397543
LOAN_0010,221702.4017434386,137790.97235982082,65.14438834058748,794.8813293446755,3.052696348890248,22.32382394219716,53.99661394549551,9.247500950634858,0,13151.94831978183,2,9.544854858442726,563.9917602853283
LOAN_0011,181463.2922875015,88563.35766039751,67.11614878088889,769.6309696906218,3.4065641779193205,31.586970328171628,30.049094116869718,13.984582425547174,2,16885.501969510933,1,19.06601377316744,515.1386259282549
LOAN_0012,181370.8098571897,97033.48460270898,48.75357908162131,748.3324598726864,3.2801344708629125,25.987998023461998,34.45675841763274,11.66869002820198,1,14853.685931575108,0,15.30779399749643,495.7672045174091
LOAN_0013,209678.49086264137,94310.02645239803,44.65885829264378,758.3990587895946,4.223488942176866,35.37630436312632,34.25274187544642,11.367663316244823,2,20630.251253860843,0,21.874928923144495,737.9789896422491
LOAN_0014,123468.79021368809,89770.86876958697,72.7767682189851,716.2353285810487,3.5982773882557875,21.55406090955216,47.15939501555553,16.495007034703253,2,14743.031382057568,0,16.422957228918214,370.22912998434276
LOAN_0015,131003.28669947869,75270.96133039481,63.323140119795916,823.3725593885048,4.015922269734317,33.67981901582625,37.64040257366378,8.06944530885957,1,6134.837658965593,0,8.150337860090957,438.41584705402164
LOAN_0016,177508.4988303611,91384.53830739901,52.51513463443446,753.8766354592568,2.7572198134815142,25.989553917313238,49.981936581389874,12.783520384243712,2,21309.607503569958,0,23.318613737357595,407.8582916970265
LOAN_0017,159486.75518662305,68407.62178193642,75.51151975522524,753.2818438381468,3.633525132934629,21.74290998192776,34.612075006049054,10.171039374691254,1,10471.338495686905,0,15.307268726672712,482.9159444506559
LOAN_0018,212569.89330381097,76447.72089889986,61.156746342928585,771.7729987169607,3.9448153978117184,22.58057082972839,42.23195329779042,10.805776836589772,2,11731.1683067559,0,15.345347341708287,698.7908235133896
LOAN_0019,163679.03697915157,72719.54678256344,71.79297184063826,764.4302769521014,3.5411419946377123,23.3982634590284,33.31722357392194,14.585405279237595,2,12021.69352978254,0,16.531584782463305,483.0089262406105
LOAN_0020,143507.85194658834,81228.11209079484,60.67518481410109,756.7165207283739,4.032740187532676,27.120829732009582,57.161193022187106,11.52350726886887,2,21872.190465854088,0,26.926872855798837,482.27490147624684
LOAN_0021,258625.95075686218,114719.87850010264,80.60747924881987,726.2857663366407,3.241355774949814,27.6141774401775,30.499212647763898,11.614888237148898,1,4321.628930106523,0,3.7671142844722034,698.5822658647012
LOAN_0022,190968.94798053856,51991.02211112378,77.55340842443204,764.1440507140799,4.20467372009279,22.131499980307105,42.47856568181622,13.217522011929407,0,30688.74266829997,0,59.02700393676995,669.1350974396147
LOAN_0023,202701.12818751697,90293.9028556177,57.51035851520926,806.460734894251,4.649449061809625,24.878227038695087,45.070215047456784,8.905141811371344,0,20280.28404533026,2,22.460302859827603,785.3738085660026
LOAN_0024,143010.07255146172,55809.26193215523,69.71570950954356,790.3626013846493,3.3185807197801704,35.71135179305932,43.31039277961199,7.482370997982981,2,16116.1945706458,1,28.877275944336123,395.4920579197035
LOAN_0025,178224.6910189927,72921.0220131585,66.45375949585147,797.7955987991819,3.277248739299614,33.637715850503554,38.51769872897833,6.8655724179368995,1,14725.529996918569,1,20.19380638173361,486.7388699617142
LOAN_0026,204436.90358839463,96334.25895451049,73.68631557532349,734.6635297070644,4.226692238558851,27.18161834837016,38.96143440213259,4.1009302318719945,0,16427.770374288284,0,17.05288497838091,720.0765613933931
LOAN_0027,153960.2569031079,80964.20028643194,50.35076539419896,720.3118553922426,4.289786072865356,25.190017390841,40.35049177583288,16.168621389820967,2,17605.61214189669,0,21.74493427911627,550.3804715314371
LOAN_0028,215027.92073382688,63833.82833106041,66.8605145999844,746.2263923970105,3.2385699864233657,25.600156633591308,38.82398398697209,6.69037490283495,3,18226.077929750285,0,28.55238109051623,580.3191419429952
LOAN_0029,175974.4524032478,69270.44436110048,70.58424486849587,751.6717473686608,3.2899065914520715,28.06758986365208,47.71103293435928,9.336239129242685,1,17778.022330017244,0,25.66465755198861,482.44959240717816
LOAN_0030,188332.25000826892,90193.96623402013,42.41260513576886,782.8257455541285,3.3591076955697465,19.886037174007974,57.68418401273081,9.169560100333237,2,15447.903406276244,0,17.127424429029567,527.1902586056179
