var_01,var_02,var_03,var_04,var_05,var_06,var_07,var_08,var_09,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,grupo_real
2.496714153011233,2.861735698828815,1.6476885381006925,5.523029856408026,1.765846625276664,0.7658630430508194,4.5792128155073915,2.767434729152909,3.530525614065048,1.5425600435859645,1.5365823071875377,2.534270246429743,1.2419622715660341,0.08671975534220211,1.2750821674869672,3.437712470759027,-0.012831120334423796,2.314247332595274,2.091975924478789,-0.4123037013352915,0
3.465648768921554,2.774223699513464,1.0675282046879238,2.575251813786543,1.4556172754748173,1.110922589709866,1.8490064225776972,2.375698018345672,3.3993613100811952,0.7083062502067232,1.398293387770603,4.852278184508938,0.9865027752620661,0.9422890710440996,3.822544912103189,2.7791563500289778,1.2088635950047555,0.04032987612022443,1.6718139511015695,1.1968612358691235,0
2.7384665799954107,3.1713682811899706,0.8843517176117595,3.6988963044107113,0.5214780096325726,0.28015579160529136,2.5393612290402126,3.0571222262189157,4.343618289568461,-0.763040155362734,2.324083969394795,2.6149177195836835,0.3230779996940413,2.6116762888408678,4.030999522495951,4.931280119116199,0.16078247677736146,1.6907876241487854,3.331263431403564,1.9755451271223592,0
1.52082576215471,2.814341023336183,-0.1063349740060282,2.803793375919329,2.812525822394198,2.3562400285708227,2.927989878419666,3.003532897892024,4.361636025047634,0.3548802453948757,2.361395605508414,4.538036566465969,0.9641739608900485,3.564643655814006,0.38025489591025563,4.821902504375224,1.0870470682381712,1.7009926495341325,3.0917607765355024,-0.9875689146008928,0
1.780328112162488,3.3571125715117462,2.4778940447415163,3.4817297817263526,1.1915063971068123,0.49824295641546346,3.915402117702074,2.3287511096596845,3.470239796232961,1.5132674331133562,2.0970775493480405,3.9686449905328893,0.2979469061226476,1.6723378534022317,2.6078918468678425,2.5364850518678814,1.296120277064576,2.261055272179889,3.005113456642461,0.7654128666248531,0
0.5846292579495858,2.579354677234641,0.6572854834732305,3.197722730778381,1.8387142883339909,1.4040508568145385,4.88618590121053,2.174577812831839,4.2575503907227645,0.9255540842338328,0.08122878470095851,2.9734861245507833,1.0602302099410263,4.463242112485286,2.8076390352188776,4.301547342333612,0.9652882302947567,0.831321962380468,4.1428228145150205,1.7519330326867741,0
2.791031947043047,2.090612545205261,2.402794310936099,2.598148937207719,2.5868570938002704,3.1904556258099785,2.0094636748693118,1.433702270397228,4.099651365087642,0.4965243458838008,0.4493365689338673,3.0685629748060275,-0.06230371372610488,2.4735924306351817,2.0805757657661967,5.54993440501754,0.21674670766376292,1.6779384837943243,3.81351721736967,-0.23086431643395522,0
2.2274599346041293,4.307142754282428,-0.6074832345612275,4.184633858532305,2.2598827942484236,1.7818228717773104,1.763049289121918,0.6795433869157237,4.521941565616897,1.296984673233186,2.2504928503458768,3.346448209496976,0.3199752784215092,2.2322536971610036,3.293072473298681,3.285648581973632,2.865774511144757,2.4738329209117875,1.8086965027973514,1.6565536086338297,0
1.0253183297726784,3.787084603742452,2.158595579007404,3.1793176816482895,2.9633761292443217,1.4127809269364984,3.82206015999449,3.896792982653947,3.7546118839971294,0.24626383564251042,1.1104855703744767,2.1841897150345617,0.9228982905858958,2.341151974816644,3.276690799330019,4.827183249036024,1.0130018918779071,3.453534077157317,2.735343166762044,3.720169166589619,0
2.625667347765006,2.1428424435837172,-0.07089249806111231,4.482472415243185,1.7765372146741492,1.714000494092092,3.473237624573545,1.9271710873431271,3.153206281931595,-0.5148472246858646,1.553485047932979,3.8563987943234723,1.214093744130204,0.754261221288012,3.173180925851182,4.3853173797288365,0.116142563798867,2.153725105945528,3.058208718446,-0.1429702978306231,0
